|white_move_1|black_move_1|score
104905|e4|e5|1-0
104906|d4|c6|1-0
104907|e4|e5|0-1
104908|d4|Nf6|1-0
104909|e4|c5|1/2-1/2
104910|e4|d5|1-0
104911|d4|d5|1-0
104912|e4|c5|0-1
104913|e4|Nc6|0-1
104914|e4|e5|0-1
104915|e4|e5|0-1
104916|e3|e5|1-0
104917|e4|Nc6|1-0
104918|d4|g6|0-1
104919|e4|e5|1-0
104920|e4|e5|0-1
104921|d4|Nf6|0-1
104922|e4|g6|1/2-1/2
104923|d4|d5|1-0
104924|d4|Nf6|1-0
104925|e4|e5|1-0
104926|d4|d5|0-1
104927|e4|e5|0-1
104928|d4|d5|1-0
104929|e4|e5|1-0
104930|d4|d5|0-1
104931|e4|e6|1-0
104932|e4|e5|0-1
104933|e4|e5|0-1
104934|e4|Nc6|1-0
104935|e4|e5|1/2-1/2
104936|Nf3|c5|0-1
104937|e4|e6|0-1
104938|e4|e6|1-0
104939|e3|e5|1-0
104940|d4|d6|1-0
104941|g4|d5|1-0
104942|d3|e5|1-0
104943|e4|e6|1-0
104944|e4|e5|0-1
104945|e4|c5|0-1
104946|e4|e5|1-0
104947|d4|Nf6|0-1
104948|e3|e5|0-1
104949|e4|d6|1-0
104950|e4|Nf6|0-1
104951|e4|e5|0-1
104952|e4|c5|1/2-1/2
104953|d4|d5|0-1
104954|e4|e6|1-0
104955|d4|d5|1/2-1/2
104956|e4|e5|0-1
104957|c4|e5|0-1
104958|e4|e6|0-1
104959|c4|c5|1-0
104960|e4|c6|1-0
104961|f4|d5|0-1
104962|e4|d5|0-1
104963|e4|e5|0-1
104964|d4|Nf6|0-1
104965|e4|e6|0-1
104966|c4|e5|1-0
104967|d4|d5|1-0
104968|d4|d5|1-0
104969|d4|e6|0-1
104970|d4|d5|0-1
104971|e4|e5|1-0
104972|Nf3|Nc6|1-0
104973|d4|d5|1-0
104974|e4|Nf6|0-1
104975|e4|e5|1-0
104976|e4|e5|1-0
104977|e4|Nf6|1-0
104978|d4|e6|1-0
104979|d4|d5|1-0
104980|b3|e5|0-1
104981|e4|e5|0-1
104982|c4|b6|1-0
104983|d4|Nf6|0-1
104984|e4|d5|1-0
104985|e4|c5|0-1
104986|e4|d5|1-0
104987|e4|e5|1-0
104988|e4|e5|0-1
104989|c4|Nf6|1-0
104990|e4|e5|0-1
104991|d4|d6|1-0
104992|e4|c5|0-1
104993|e4|e5|1-0
104994|e4|e5|1-0
104995|g3|d5|0-1
104996|g4|d5|1-0
104997|e4|b6|0-1
104998|e4|d5|1-0
104999|e4|e5|1-0
105000|d4|c5|0-1
105001|e4|e5|0-1
105002|e4|b6|1-0
105003|e4|e5|0-1
105004|c4|c5|1-0
105005|d4|Nf6|1-0
105006|e4|e6|1-0
105007|e4|c5|1-0
105008|d4|d5|0-1
105009|e4|b6|1-0
105010|d4|d6|0-1
105011|e4|c5|0-1
105012|e4|e5|1-0
105013|e4|e5|1-0
105014|e4|c5|1-0
105015|b3|e5|1-0
105016|d4|Nf6|0-1
105017|e4|e5|1-0
105018|c4|e5|0-1
105019|d4|d5|0-1
105020|e4|Nf6|0-1
105021|e4|e5|0-1
105022|e4|e5|0-1
105023|e4|e6|1-0
105024|d4|e5|0-1
105025|d4|e6|0-1
105026|e4|c5|1-0
105027|e4|b6|1-0
105028|e4|e5|0-1
105029|e4|e5|0-1
105030|e4|e5|1-0
105031|b3|e5|0-1
105032|e4|e5|1-0
105033|e4|e5|1-0
105034|e4|c5|1-0
105035|e4|e5|1-0
105036|d4|d5|1-0
105037|g3|b6|0-1
105038|e4|c5|1-0
105039|e4|e5|1-0
105040|d4|d5|1-0
105041|e4|e5|1/2-1/2
105042|b3|c5|0-1
105043|e4|d5|1-0
105044|e4|d5|0-1
105045|d4|d5|0-1
105046|b3|Nf6|0-1
105047|d4|d5|1-0
105048|b3|c5|0-1
105049|e4|c5|0-1
105050|b4|f6|0-1
105051|d4|e6|0-1
105052|e4|e5|0-1
105053|e4|c5|0-1
105054|d4|d5|0-1
105055|e4|e5|0-1
105056|Nf3|c6|0-1
105057|e4|e5|0-1
105058|c4|e5|1-0
105059|e4|e6|1-0
105060|e4|c5|0-1
105061|d4|d5|0-1
105062|e4|e5|1-0
105063|e4|e5|1-0
105064|e4|e5|1-0
105065|e4|e5|0-1
105066|c4|e5|0-1
105067|b4|e6|1-0
105068|d4|d5|1-0
105069|b3|e5|1-0
105070|d4|Nf6|1-0
105071|d4|c6|0-1
105072|e4|d5|0-1
105073|d4|d5|0-1
105074|c4|c5|0-1
105075|e4|d5|0-1
105076|d4|e6|0-1
105077|e4|d5|0-1
105078|e4|e5|0-1
105079|e4|e5|0-1
105080|d4|d5|0-1
105081|e4|d5|0-1
105082|e3|d5|0-1
105083|d4|e5|1-0
105084|d4|e5|1-0
105085|e4|e5|1-0
105086|e4|d5|1-0
105087|e4|d5|0-1
105088|d4|e6|1-0
105089|e4|e5|0-1
105090|d4|d5|0-1
105091|d4|d5|1-0
105092|e3|e5|1/2-1/2
105093|e4|e5|0-1
105094|e4|e5|1-0
105095|b4|e5|1-0
105096|d4|e5|0-1
105097|e4|e5|1-0
105098|d4|d5|0-1
105099|e4|e5|1-0
105100|e4|d5|1-0
105101|e4|e5|1-0
105102|e4|e5|1-0
105103|e4|e5|1-0
105104|e4|e5|0-1
105105|e4|e5|0-1
105106|e4|d5|1-0
105107|e4|e5|0-1
105108|e4|e5|0-1
105109|c4|Nf6|1/2-1/2
105110|b4|e5|1-0
105111|e4|e6|0-1
105112|e4|e5|0-1
105113|e4|e5|0-1
105114|d4|d5|1-0
105115|e4|e5|0-1
105116|e4|e5|1-0
105117|g3|e5|1-0
105118|d3|d5|0-1
105119|e4|d6|0-1
105120|e4|c5|1-0
105121|d4|f5|0-1
105122|e4|e5|0-1
105123|e4|d5|1-0
105124|d4|d5|1-0
105125|e4|d5|1-0
105126|e4|e5|0-1
105127|e4|e5|1-0
105128|d4|Nf6|1-0
105129|e4|e5|0-1
105130|d4|d5|1-0
105131|e4|e5|0-1
105132|e4|e6|1-0
105133|d4|d5|1-0
105134|e4|e5|1-0
105135|d4|Nf6|0-1
105136|d4|d5|1-0
105137|e4|e6|1-0
105138|d4|d5|1-0
105139|e4|c5|0-1
105140|e4|Nf6|1-0
105141|e4|e5|1-0
105142|d4|d5|1-0
105143|e4|e5|1-0
105144|e4|c5|0-1
105145|e4|e6|0-1
105146|e4|e5|0-1
105147|d4|g6|1-0
105148|e4|c5|1-0
105149|e4|e5|0-1
105150|e4|e5|1-0
105151|d4|d6|0-1
105152|e4|e6|1-0
105153|e4|e5|0-1
105154|e4|e5|1-0
105155|e4|e5|1-0
105156|d4|Nf6|1-0
105157|d3|d5|0-1
105158|e4|e6|0-1
105159|e4|Nc6|0-1
105160|d4|d5|1-0
105161|e4|e5|1-0
105162|e4|e5|0-1
105163|e4|e5|1-0
105164|d4|Nc6|1-0
105165|d4|c6|1/2-1/2
105166|d4|d5|1-0
105167|e4|e5|1-0
105168|e4|c5|1-0
105169|d4|c5|1-0
105170|e4|e5|0-1
105171|e4|e5|1-0
105172|d4|d5|1-0
105173|e4|c5|1-0
105174|e4|e5|0-1
105175|d4|d5|1-0
105176|e4|e5|1-0
105177|e4|e5|0-1
105178|d4|g6|1-0
105179|e4|e5|0-1
105180|e4|e5|1-0
105181|e4|e5|1-0
105182|e4|c5|1-0
105183|d4|g6|0-1
105184|e4|e5|0-1
105185|e4|e5|0-1
105186|d4|d5|1-0
105187|e4|e5|0-1
105188|e4|e5|1-0
105189|e4|c5|0-1
105190|e4|d5|1-0
105191|e4|c5|0-1
105192|d4|e6|0-1
105193|e4|c6|1-0
105194|e4|e6|1-0
105195|e4|e5|0-1
105196|d4|d5|1-0
105197|e4|b6|0-1
105198|e4|d5|1-0
105199|d3|e5|0-1
105200|d4|d5|1-0
105201|d4|d5|0-1
105202|d4|d5|1-0
105203|e4|c5|0-1
105204|d4|d5|1-0
105205|e4|e5|1-0
105206|e3|d5|0-1
105207|e4|e5|0-1
105208|d4|d5|0-1
105209|e4|d5|1-0
105210|e4|e5|0-1
105211|e4|e5|1-0
105212|d4|d5|0-1
105213|e4|d5|1-0
105214|d4|d5|1-0
105215|e4|d5|1-0
105216|d4|e6|1-0
105217|e4|e5|1-0
105218|e4|e5|0-1
105219|e4|b6|1-0
105220|e4|e5|1-0
105221|d4|d5|0-1
105222|e4|e5|1-0
105223|e4|e6|1-0
105224|e4|e5|1-0
105225|d4|d6|0-1
105226|g3|e5|1-0
105227|e4|c5|1/2-1/2
105228|g3|d5|0-1
105229|e4|d5|1-0
105230|d4|d5|0-1
105231|g3|e5|1-0
105232|e4|e5|0-1
105233|d4|d5|0-1
105234|d3|d5|1-0
105235|d4|d5|1/2-1/2
105236|e4|b6|0-1
105237|g3|g6|1-0
105238|e4|Nf6|0-1
105239|d4|c5|1-0
105240|e4|c6|1/2-1/2
105241|d4|d5|1-0
105242|e3|c5|0-1
105243|e4|b6|0-1
105244|e3|d5|0-1
105245|e4|a6|0-1
105246|e4|Nf6|0-1
105247|e4|e6|0-1
105248|e4|e5|0-1
105249|d4|d5|1-0
105250|e3|e6|0-1
105251|e4|c5|0-1
105252|e3|h6|0-1
105253|d4|Nf6|1-0
105254|e4|c5|0-1
105255|d4|f5|0-1
105256|e4|c6|0-1
105257|g3|c5|0-1
105258|e4|e5|1-0
105259|e4|e5|1-0
105260|a3|Nf6|0-1
105261|e4|b6|1-0
105262|e4|e5|1-0
105263|e4|g6|1/2-1/2
105264|e4|c6|1-0
105265|e4|c5|1-0
105266|e4|e6|0-1
105267|e4|e5|1-0
105268|e4|e5|0-1
105269|e4|e5|0-1
105270|e4|Nf6|0-1
105271|e4|Nf6|0-1
105272|e4|c6|1-0
105273|e4|b6|1/2-1/2
105274|e4|Nf6|1-0
105275|d4|Nf6|1-0
105276|e4|c5|1-0
105277|e3|e5|1/2-1/2
105278|e4|e6|0-1
105279|d4|g6|0-1
105280|e4|c5|0-1
105281|Nc3|d5|0-1
105282|e4|e5|1-0
105283|e4|c5|1-0
105284|d4|e6|0-1
105285|e3|e5|1-0
105286|e4|Nf6|1-0
105287|e4|c6|0-1
105288|d4|Nf6|0-1
105289|e4|e5|1-0
105290|e3|e5|1-0
105291|Nc3|e6|0-1
105292|e4|e5|0-1
105293|e4|c5|0-1
105294|e3|d5|0-1
105295|e4|e6|1-0
105296|d4|Nf6|1-0
105297|d4|d5|1-0
105298|e4|e5|1-0
105299|e4|c5|0-1
105300|d4|d5|1-0
105301|e4|Nf6|1/2-1/2
105302|e4|c5|0-1
105303|e4|c5|0-1
105304|e4|e6|0-1
105305|e4|d6|0-1
105306|d4|e6|0-1
105307|e4|e5|0-1
105308|d4|e6|0-1
105309|Nc3|d5|0-1
105310|e3|e5|1-0
105311|d4|e6|1-0
105312|e4|e5|1-0
105313|e4|Nc6|0-1
105314|e4|e5|1-0
105315|e4|e5|1-0
105316|e4|e5|0-1
105317|e4|c5|0-1
105318|e4|e5|1/2-1/2
105319|e4|c6|0-1
105320|d4|d5|0-1
105321|d4|Nf6|1-0
105322|e4|c5|0-1
105323|e4|e6|0-1
105324|e4|e5|1-0
105325|e4|d5|0-1
105326|e4|e5|1-0
105327|e4|c5|1-0
105328|e4|c5|0-1
105329|e4|c5|0-1
105330|e4|e5|1-0
105331|e4|d5|1/2-1/2
105332|e4|c5|0-1
105333|e3|e5|1-0
105334|e4|e5|1-0
105335|d4|Nf6|1-0
105336|d4|d6|1-0
105337|e4|e5|1-0
105338|e4|c5|1-0
105339|g3|d5|0-1
105340|d4|e6|1-0
105341|e4|e5|1-0
105342|d4|d6|0-1
105343|g3|b6|0-1
105344|e4|d5|1-0
105345|e4|e5|1-0
105346|d4|e6|1-0
105347|d4|d5|0-1
105348|b3|e5|1-0
105349|e4|g6|1-0
105350|e4|e5|1-0
105351|d3|d5|0-1
105352|d4|d5|0-1
105353|e4|e5|0-1
105354|d4|d5|1-0
105355|e4|d5|1-0
105356|e4|b6|0-1
105357|e4|b6|0-1
105358|e4|d5|0-1
105359|e4|e5|0-1
105360|d4|d5|1-0
105361|e4|e5|0-1
105362|d4|g6|0-1
105363|e4|e5|0-1
105364|c4|c5|0-1
105365|e4|e5|1-0
105366|e4|c6|0-1
105367|c4|e6|1-0
105368|d4|d5|1-0
105369|e4|e5|1-0
105370|e4|e5|1-0
105371|d4|e5|1-0
105372|e4||0-1
105373|e4|c5|0-1
105374|e4|e6|1-0
105375|e4|e5|0-1
105376|d4|Nf6|0-1
105377|d4|d5|0-1
105378|d4|d5|1-0
105379|d4|d5|0-1
105380|e4|Nc6|1-0
105381|d4|e6|1-0
105382|d4|Nf6|0-1
105383|e4|e5|0-1
105384|e4|e5|0-1
105385|d4|e6|1-0
105386|e4|e5|1-0
105387|e4|e5|1-0
105388|d4|d5|1-0
105389|e4|e5|1-0
105390|e4|c5|0-1
105391|e4|d6|0-1
105392|e4|c5|1-0
105393|d4|d5|1-0
105394|d4|b5|1-0
105395|e4|c6|1-0
105396|e4|e5|0-1
105397|d4|d5|1-0
105398|d4|d5|0-1
105399|b3|e5|0-1
105400|e4|c5|1/2-1/2
105401|e4|e5|1/2-1/2
105402|e4|e5|1-0
105403|d4|b5|1-0
105404|e4|e5|1-0
105405|Nf3|Nf6|0-1
105406|b3|e5|1-0
105407|e4|c6|1/2-1/2
105408|d4|e5|1-0
105409|d4|e6|0-1
105410|e4|e5|0-1
105411|e4|e5|0-1
105412|d4|c5|0-1
105413|d4|d5|1-0
105414|d4|d5|1-0
105415|e4|c5|0-1
105416|e4|e5|0-1
105417|d4|f5|0-1
105418|e4|e5|0-1
105419|d4|d5|1-0
105420|b3|e5|0-1
105421|e4|e5|1-0
105422|e4|e5|1-0
105423|e4|c5|0-1
105424|d4|Nf6|0-1
105425|e4|e5|0-1
105426|e4|e5|0-1
105427|e4|e5|1-0
105428|e4|d6|0-1
105429|e4|e5|0-1
105430|d4|d5|1-0
105431|e4|e5|0-1
105432|d4|d5|1-0
105433|d4|d5|1-0
105434|e4|e5|1-0
105435|e4|e5|1-0
105436|e4|d5|1-0
105437|e4|d6|0-1
105438|e4|b6|1-0
105439|e4|e5|1-0
105440|e4|e5|1-0
105441|e4|c5|1-0
105442|e4|d5|1-0
105443|e4|d6|1-0
105444|e4|e6|0-1
105445|e4|e5|1-0
105446|e4|e5|0-1
105447|d4|e6|0-1
105448|e4|Nf6|0-1
105449|d4|c5|0-1
105450|d4|d5|0-1
105451|e4|c5|0-1
105452|e4|e6|0-1
105453|e4|e5|0-1
105454|e4|e5|1-0
105455|b3|e5|0-1
105456|e4|c5|1-0
105457|e4|e5|1-0
105458|d4|Nc6|1-0
105459|e4|c5|0-1
105460|e4|d5|1/2-1/2
105461|e4|e5|1-0
105462|d4|e6|1-0
105463|f4|Nc6|1-0
105464|e4|Nf6|0-1
105465|d4|e5|0-1
105466|e4|e5|0-1
105467|e4|e5|0-1
105468|e4|d6|0-1
105469|e4|e5|1-0
105470|e4|c6|1-0
105471|e4|e5|1-0
105472|d4|e5|1-0
105473|e4|e5|0-1
105474|d4|e6|0-1
105475|e4|e5|1-0
105476|d4|g6|0-1
105477|e4|d6|1-0
105478|d4|d5|0-1
105479|e4|e5|0-1
105480|d4|e6|1-0
105481|e4|e5|1-0
105482|d4|Nf6|0-1
105483|e4|b6|1-0
105484|e3|e5|0-1
105485|Nf3|e6|1-0
105486|d4|e6|0-1
105487|e4|c5|1-0
105488|d4|e6|1-0
105489|e4|c5|0-1
105490|e4|e5|0-1
105491|e4|d6|1-0
105492|e4|c5|1-0
105493|e4|d5|1-0
105494|d4|e6|0-1
105495|d4|c5|1/2-1/2
105496|d4|d5|1-0
105497|e4|b6|1-0
105498|e4|e6|0-1
105499|d4|Nf6|0-1
105500|g3|d5|1-0
105501|e4|e6|0-1
105502|e4|e5|1-0
105503|e4|e5|1-0
105504|d4|e5|1-0
105505|Nf3|b6|1-0
105506|d4|d5|1-0
105507|e4|Nf6|0-1
105508|d4|Nf6|1-0
105509|e4|e5|1-0
105510|e4|c5|1-0
105511|d4|Nf6|1-0
105512|e3|e5|1-0
105513|e4|e5|0-1
105514|d4|Nf6|1-0
105515|e4|e5|1-0
105516|d3|d5|0-1
105517|e4|b6|1-0
105518|d4|Nf6|0-1
105519|d4|d5|1-0
105520|e4|e5|1-0
105521|e4|e5|1-0
105522|d4|e5|0-1
105523|d4|d5|0-1
105524|e4|c6|0-1
105525|d4|c6|0-1
105526|d4|d5|1-0
105527|d4|d5|1-0
105528|d4|Nf6|1-0
105529|e4|e5|1-0
105530|e3|b6|1-0
105531|d4|c6|1-0
105532|d4|d5|0-1
105533|f4|b6|1-0
105534|d4|e6|0-1
105535|d4|d5|1-0
105536|d4|d5|0-1
105537|e4|e5|1-0
105538|e4|g6|0-1
105539|d4|d5|1-0
105540|d4|e6|0-1
105541|d4|d6|0-1
105542|d4|d6|0-1
105543|d4|d6|0-1
105544|e4|e5|1-0
105545|d4|d5|1-0
105546|d4|c6|1-0
105547|e4|e6|1-0
105548|e4|e5|0-1
105549|d4|Nf6|1-0
105550|e4|c5|0-1
105551|d4|d5|0-1
105552|e4|d5|0-1
105553|d4|d5|1-0
105554|e4|d5|1-0
105555|e4|d5|1-0
105556|d4|d5|1-0
105557|e4|e6|1-0
105558|e4|g6|1-0
105559|e4|Nf6|0-1
105560|e4|e5|0-1
105561|d4|d5|0-1
105562|e4|d5|0-1
105563|e4|d5|0-1
105564|e4|e5|0-1
105565|e4|e5|1-0
105566|d4|Nf6|0-1
105567|d4|d5|1-0
105568|d4|Nc6|0-1
105569|d4|d5|1-0
105570|e4|c6|0-1
105571|e4|d5|1-0
105572|e4|c5|1-0
105573|e4|e5|1-0
105574|d4|e6|1-0
105575|e4|Nf6|0-1
105576|d4|Nf6|1-0
105577|d4|d5|0-1
105578|d4|d5|1-0
105579|Nf3|Nc6|1-0
105580|e4|e6|1-0
105581|d4|e6|1-0
105582|d4|e6|0-1
105583|d4|d5|1-0
105584|d4|e6|0-1
105585|g3|Nf6|0-1
105586|e4|e5|0-1
105587|e4|d5|1/2-1/2
105588|e4|c5|1-0
105589|e4|Nf6|0-1
105590|e4|e5|0-1
105591|e4|c5|1-0
105592|e4|e5|1-0
105593|d4|d5|1-0
105594|g3|d5|1-0
105595|e4|e6|1-0
105596|e4|g6|1-0
105597|e4|e5|1/2-1/2
105598|e4|Nf6|0-1
105599|e4|e5|1-0
105600|e4|c5|0-1
105601|Nc3|d5|0-1
105602|e4|c5|1/2-1/2
105603|d4|e5|1-0
105604|d4|d5|1-0
105605|e4|e5|0-1
105606|d4|d5|0-1
105607|e4|c5|1-0
105608|e4|e5|0-1
105609|d4|d5|0-1
105610|e4|e5|0-1
105611|d4|c5|1/2-1/2
105612|d4|Nf6|1-0
105613|e4|c5|0-1
105614|e4|e5|0-1
105615|e4|e5|1/2-1/2
105616|e4|b6|1-0
105617|e4|c5|0-1
105618|d4|d5|1-0
105619|e3|c6|0-1
105620|d4|d6|0-1
105621|e4|Nf6|1/2-1/2
105622|e4|e5|0-1
105623|d4|d5|0-1
105624|d4|d5|1-0
105625|e4|c5|1/2-1/2
105626|e4|c5|1-0
105627|d4|d5|0-1
105628|d4|Nf6|0-1
105629|e4|c6|1-0
105630|d4|d5|1-0
105631|e4|e5|1-0
105632|e4|b6|1-0
105633|d4|e6|1-0
105634|e4|c6|1-0
105635|d4|c6|0-1
105636|e4|e5|0-1
105637|e4|d5|1-0
105638|d4|d5|1-0
105639|b3|e5|0-1
105640|e4|e5|1-0
105641|d4|d5|0-1
105642|e4|g6|1-0
105643|d4|d5|1-0
105644|d4|g6|1-0
105645|e4|e6|0-1
105646|e4|e5|1-0
105647|e4|b6|0-1
105648|d4|e6|1-0
105649|e3|e5|0-1
105650|e4|c5|0-1
105651|d4|d5|1-0
105652|e4|c5|0-1
105653|Nf3|d5|1-0
105654|e4|e5|0-1
105655|d4|d5|1-0
105656|c4|e6|1-0
105657|e4|e5|1-0
105658|d4|d5|1-0
105659|d4|d5|1-0
105660|Nc3|e5|0-1
105661|e4|e5|1-0
105662|c4|c5|1-0
105663|e4|e5|1-0
105664|e4|e5|0-1
105665|e4|e5|0-1
105666|d4|c5|0-1
105667|e4|e5|1-0
105668|d4|b6|1-0
105669|d4|d5|1-0
105670|d4|d5|1-0
105671|d4|d5|0-1
105672|e4|e5|0-1
105673|e4|c5|0-1
105674|e4||0-1
105675|e4|c5|0-1
105676|d4||1-0
105677|b3|e5|1-0
105678|e4|d6|1-0
105679|d4|e6|0-1
105680|d4|d5|1-0
105681|e4|e5|1-0
105682|d4|g6|1-0
105683|d4|e6|1-0
105684|d4|Nf6|1-0
105685|d4|b6|1/2-1/2
105686|e4|d5|0-1
105687|e4|e5|1-0
105688|d4|e6|1-0
105689|d4|e6|1-0
105690|d4|e5|1-0
105691|e4|e5|0-1
105692|e4|c5|1-0
105693|d4|e6|0-1
105694|d4|e6|0-1
105695|d4|b6|1/2-1/2
105696|e4|c5|0-1
105697|e4|e5|1-0
105698|g3|d5|0-1
105699|e4|d6|1-0
105700|e4|e5|0-1
105701|d4|d5|0-1
105702|e4|e5|0-1
105703|e4|e6|0-1
105704|e4|e5|1-0
105705|d4|Nf6|0-1
105706|d4|d5|0-1
105707|e4|c6|0-1
105708|d4|e6|1-0
105709|d4|d5|0-1
105710|d4|b6|0-1
105711|e4|e5|1-0
105712|e4|e5|1-0
105713|e4|e5|1-0
105714|e4|d6|0-1
105715|e4|c5|1/2-1/2
105716|e4|e5|1-0
105717|d4|d5|1-0
105718|e4|e5|0-1
105719|d4|d5|0-1
105720|e4|Nf6|1/2-1/2
105721|e4|e6|1-0
105722|d4|Nf6|0-1
105723|d4|Nf6|1-0
105724|e4|e5|1-0
105725|e4|e5|1-0
105726|e4|d5|0-1
105727|e4|b6|0-1
105728|e4|e5|1-0
105729|d4|d5|0-1
105730|e4|e5|1-0
105731|e4|c5|0-1
105732|e4|e6|1-0
105733|e4|e5|1-0
105734|d4|d5|0-1
105735|e4|e5|1-0
105736|d4|d5|1-0
105737|d4|d5|1-0
105738|d4|c6|0-1
105739|e4|e5|0-1
105740|d4|d5|1-0
105741|g3|d5|1-0
105742|g3|c6|0-1
105743|d4|b6|1/2-1/2
105744|e4|e5|0-1
105745|e4|e5|0-1
105746|e4|e5|0-1
105747|e4|e5|0-1
105748|e4|e5|1-0
105749|d4|d5|0-1
105750|e4|b6|0-1
105751|e4|e5|0-1
105752|e4|d5|0-1
105753|e4|g6|0-1
105754|e4|e5|0-1
105755|d4|d6|0-1
105756|d4|e5|0-1
105757|e4|e5|0-1
105758|g3|c6|0-1
105759|e4|c6|0-1
105760|g3|e5|1/2-1/2
105761|d4|Nf6|0-1
105762|e4|c5|1-0
105763|e4|d5|0-1
105764|d4|d5|1-0
105765|e3|d5|0-1
105766|e4|e5|1-0
105767|d4|e6|1/2-1/2
105768|e4|e5|0-1
105769|d4|c6|0-1
105770|e4|e5|1-0
105771|e4||0-1
105772|e4|e5|1-0
105773|e4|c5|1-0
105774|d4|e6|1-0
105775|e4|e5|0-1
105776|d4|e5|0-1
105777|e4|e5|0-1
105778|e4|e5|0-1
105779|e4|e5|0-1
105780|e4|e5|0-1
105781|e4|e5|0-1
105782|d4|e6|0-1
105783|e4|c5|0-1
105784|d4|e6|1-0
105785|d4|e6|1-0
105786|e4|e5|1-0
105787|d4|d5|0-1
105788|d4|f5|0-1
105789|e4|b6|0-1
105790|e4|b6|1/2-1/2
105791|d4|Nf6|1-0
105792|e4|e5|1-0
105793|d4|g6|1/2-1/2
105794|e4|e6|0-1
105795|e4|e5|0-1
105796|e4|e5|1-0
105797|e4|e5|1-0
105798|d4|b5|0-1
105799|e4|c5|0-1
105800|d4|c6|0-1
105801|e4|e5|0-1
105802|e4|e5|0-1
105803|e4|e5|0-1
105804|e4|e6|0-1
105805|e4|e5|0-1
105806|e4|c5|1-0
105807|d4|e6|0-1
105808|d4|d6|1-0
105809|e4|c5|0-1
105810|d4|d5|1-0
105811|e4|b6|1-0
105812|b3|e6|0-1
105813|e4|e5|1-0
105814|e4|e5|1-0
105815|e4|e5|0-1
105816|e4|d5|0-1
105817|d4|e6|0-1
105818|e4|e5|0-1
105819|e4|e5|1-0
105820|d4|d5|1-0
105821|d4|d5|1-0
105822|e4|e5|1-0
105823|e4|b6|1-0
105824|e4|d5|1-0
105825|e4|e5|0-1
105826|e4|c5|1-0
105827|d4|d5|1-0
105828|e4|e5|0-1
105829|d4|d5|0-1
105830|e4|d5|1-0
105831|e4|e5|1-0
105832|e4|c5|1/2-1/2
105833|e4|e5|1-0
105834|e4|c5|1-0
105835|d4|Nf6|1-0
105836|e4|e5|0-1
105837|d4|d5|0-1
105838|e4|d6|1-0
105839|e4|e5|1-0
105840|b3|Nf6|1-0
105841|e4|e5|1-0
105842|e4|e5|1-0
105843|e4|e5|0-1
105844|e4|e5|1-0
105845|e4|c5|1-0
105846|d4|d5|1-0
105847|e4|e5|1-0
105848|d4|d5|0-1
105849|e4|b6|1-0
105850|e4|d5|1-0
105851|e4|e5|1-0
105852|e4|c5|1-0
105853|e4|c5|1-0
105854|b3|e6|0-1
105855|e4|b6|1-0
105856|e4|e5|1-0
105857|e4|c5|0-1
105858|e4|c6|1-0
105859|d4|e6|0-1
105860|e4|c5|0-1
105861|e4|d5|1-0
105862|e4|c5|1-0
105863|d4|d5|1-0
105864|e4|d5|1-0
105865|e4|e5|0-1
105866|e4|e5|1-0
105867|e4|e5|1-0
105868|d4|e6|0-1
105869|e4|d6|1-0
105870|e4|b6|0-1
105871|e4|Nf6|0-1
105872|e4|c6|0-1
105873|e4|Nf6|0-1
105874|e4|c6|1-0
105875|e4|e5|0-1
105876|e4|d6|1-0
105877|g3|d5|1-0
105878|e4|d5|1-0
105879|e4|e5|1-0
105880|d4|d6|1-0
105881|e4|c5|0-1
105882|e4|e5|0-1
105883|e4|e5|1-0
105884|e4|b6|0-1
105885|e4|e5|0-1
105886|e4|c5|1-0
105887|e4|c5|0-1
105888|d4|d5|0-1
105889|e4|e5|1-0
105890|g3|e5|0-1
105891|e4|e5|1-0
105892|g3|d5|0-1
105893|d4|d5|1/2-1/2
105894|b3|d5|0-1
105895|e4|e5|1-0
105896|e4|c6|0-1
105897|d4|d5|1-0
105898|e4|e5|1-0
105899|e4||1-0
105900|e4|e5|0-1
105901|e4|Nf6|1-0
105902|d4|b6|0-1
105903|e4|e5|1/2-1/2
105904|e4|b6|1-0
105905|e4|b6|1-0
105906|d4|Nf6|1-0
105907|e4|e5|0-1
105908|g3|d5|0-1
105909|e4|c6|1-0
105910|e4|e5|1-0
105911|e4|e5|1-0
105912|e4|b6|1-0
105913|e4|e6|0-1
105914|d4|Nf6|0-1
105915|e4|e5|0-1
105916|e4|d5|0-1
105917|d4|d5|1-0
105918|e4|e5|1-0
105919|e4|e5|0-1
105920|e4|e5|0-1
105921|e4|d5|1-0
105922|e4|d5|0-1
105923|d4|d5|0-1
105924|d4|d5|0-1
105925|e4|c6|1-0
105926|e4|e6|0-1
105927|b3|e5|1-0
105928|e4|e5|1-0
105929|d4|d5|1-0
105930|e4|d5|1-0
105931|e4|e6|0-1
105932|d4|e6|1-0
105933|e4|c5|0-1
105934|f4|e6|1-0
105935|e4|b6|1-0
105936|d4|d5|0-1
105937|e4|c6|1-0
105938|e4|e6|0-1
105939|e4|c5|1-0
105940|e4|e5|1-0
105941|d4|d5|0-1
105942|d4|d5|0-1
105943|e4|c5|0-1
105944|e4|b6|1-0
105945|f4|d6|1-0
105946|e4|e6|0-1
105947|d4|e6|1-0
105948|d4|d5|0-1
105949|e4|b6|1-0
105950|d4|d5|1-0
105951|d4|d5|0-1
105952|e4|e5|1-0
